Zip Code,Receive Date/Time
608040000,"Thu, 21 Jan 2021 11:29:20 CST"
60804,"Thu, 21 Jan 2021 11:07:46 CST"
60804,"Thu, 21 Jan 2021 11:32:13 CST"
60513-0000,"Thu, 21 Jan 2021 11:10:52 CST"
60513-0000,"Thu, 21 Jan 2021 11:37:33 CST"
60623-0000,"Thu, 21 Jan 2021 11:14:32 CST"
60623-0000,"Thu, 21 Jan 2021 11:39:12 CST"
60804-0000,"Thu, 21 Jan 2021 11:16:24 CST"
60804-0000,"Thu, 21 Jan 2021 11:39:44 CST"
60657-0000,"Thu, 21 Jan 2021 11:19:45 CST"
60657-0000,"Thu, 21 Jan 2021 11:39:41 CST"
60513-0000,"Thu, 21 Jan 2021 11:21:54 CST"
60513-0000,"Thu, 21 Jan 2021 11:43:05 CST"
60513-0000,"Thu, 21 Jan 2021 11:24:11 CST"
60513-0000,"Thu, 21 Jan 2021 11:44:33 CST"
60062-0000,"Thu, 21 Jan 2021 11:26:39 CST"
60062-0000,"Thu, 21 Jan 2021 11:49:10 CST"
60108-0000,"Thu, 21 Jan 2021 11:27:42 CST"
60108-0000,"Thu, 21 Jan 2021 11:34:26 CST"
60546-0000,"Thu, 21 Jan 2021 11:28:19 CST"
60546-0000,"Thu, 21 Jan 2021 11:35:40 CST"
60610-0000,"Thu, 21 Jan 2021 11:29:11 CST"
60610-0000,"Thu, 21 Jan 2021 11:55:08 CST"
60130-0000,"Thu, 21 Jan 2021 11:29:13 CST"
60130-0000,"Thu, 21 Jan 2021 11:36:51 CST"
60610-0000,"Thu, 21 Jan 2021 11:30:00 CST"
60610-0000,"Thu, 21 Jan 2021 11:53:30 CST"
60546-0000,"Thu, 21 Jan 2021 11:30:32 CST"
60546-0000,"Thu, 21 Jan 2021 11:33:20 CST"
60804-0000,"Thu, 21 Jan 2021 11:31:39 CST"
60804-0000,"Thu, 21 Jan 2021 11:59:26 CST"
60804,"Thu, 21 Jan 2021 11:34:03 CST"
60804,"Thu, 21 Jan 2021 12:02:07 CST"
60804,"Thu, 21 Jan 2021 11:35:14 CST"
60804,"Thu, 21 Jan 2021 12:01:23 CST"
60804-0000,"Thu, 21 Jan 2021 11:39:45 CST"
60804-0000,"Thu, 21 Jan 2021 12:05:15 CST"
60804,"Thu, 21 Jan 2021 11:43:22 CST"
60804,"Thu, 21 Jan 2021 12:07:33 CST"
60804-0000,"Thu, 21 Jan 2021 11:45:09 CST"
60804-0000,"Thu, 21 Jan 2021 12:12:56 CST"
60804-0000,"Thu, 21 Jan 2021 11:46:07 CST"
60804-0000,"Thu, 21 Jan 2021 12:15:23 CST"
60613-0000,"Thu, 21 Jan 2021 11:47:52 CST"
60613-0000,"Thu, 21 Jan 2021 12:15:13 CST"
85339-2855,"Thu, 21 Jan 2021 11:52:13 CST"
85339-2855,"Thu, 21 Jan 2021 12:18:14 CST"
60804,"Thu, 21 Jan 2021 12:02:11 CST"
60629-0000,"Thu, 21 Jan 2021 12:03:39 CST"
60629-0000,"Thu, 21 Jan 2021 12:35:16 CST"
60707-0000,"Thu, 21 Jan 2021 12:05:20 CST"
60707-0000,"Thu, 21 Jan 2021 12:39:39 CST"
60804,"Thu, 21 Jan 2021 12:06:36 CST"
60804,"Thu, 21 Jan 2021 12:31:51 CST"
60804-0000,"Thu, 21 Jan 2021 12:07:35 CST"
60804-0000,"Thu, 21 Jan 2021 12:33:28 CST"
60804-0000,"Thu, 21 Jan 2021 12:08:14 CST"
60804-0000,"Thu, 21 Jan 2021 12:09:07 CST"
60804-0000,"Thu, 21 Jan 2021 12:42:43 CST"
608040000,"Thu, 21 Jan 2021 12:10:09 CST"
608040000,"Thu, 21 Jan 2021 12:47:59 CST"
60804-0000,"Thu, 21 Jan 2021 12:13:50 CST"
60804-0000,"Thu, 21 Jan 2021 12:18:13 CST"
60477-0000,"Thu, 21 Jan 2021 12:41:06 CST"
60477-0000,"Thu, 21 Jan 2021 12:50:31 CST"
60130,"Tue, 19 Jan 2021 09:06:29 CST"
60130,"Tue, 19 Jan 2021 09:11:41 CST"
60546,"Tue, 19 Jan 2021 09:09:52 CST"
60546,"Tue, 19 Jan 2021 09:15:51 CST"
60804,"Tue, 19 Jan 2021 09:13:48 CST"
60804,"Tue, 19 Jan 2021 09:23:32 CST"
60804,"Tue, 19 Jan 2021 09:15:39 CST"
60804,"Tue, 19 Jan 2021 09:20:18 CST"
60804,"Tue, 19 Jan 2021 09:18:01 CST"
60521,"Tue, 19 Jan 2021 09:25:33 CST"
60613,"Tue, 19 Jan 2021 09:27:53 CST"
60613,"Tue, 19 Jan 2021 09:33:05 CST"
60804,"Tue, 19 Jan 2021 09:31:02 CST"
60804,"Tue, 19 Jan 2021 09:35:37 CST"
60804,"Tue, 19 Jan 2021 09:35:02 CST"
60804,"Tue, 19 Jan 2021 09:36:35 CST"
60804,"Tue, 19 Jan 2021 09:41:21 CST"
,"Tue, 19 Jan 2021 09:37:49 CST"
60804,"Tue, 19 Jan 2021 09:41:35 CST"
60804,"Tue, 19 Jan 2021 09:44:55 CST"
60804,"Tue, 19 Jan 2021 09:50:08 CST"
60804,"Tue, 19 Jan 2021 09:46:54 CST"
60804,"Tue, 19 Jan 2021 09:51:01 CST"
60804,"Tue, 19 Jan 2021 09:49:14 CST"
60804,"Tue, 19 Jan 2021 09:53:32 CST"
60804,"Tue, 19 Jan 2021 09:52:24 CST"
60804,"Tue, 19 Jan 2021 09:55:15 CST"
60126,"Tue, 19 Jan 2021 09:56:17 CST"
60126,"Tue, 19 Jan 2021 10:07:20 CST"
60804,"Tue, 19 Jan 2021 10:01:37 CST"
60804,"Tue, 19 Jan 2021 10:07:33 CST"
60525,"Tue, 19 Jan 2021 10:03:15 CST"
60525,"Tue, 19 Jan 2021 10:08:45 CST"
,"Tue, 19 Jan 2021 10:04:59 CST"
60804,"Tue, 19 Jan 2021 10:06:21 CST"
60804,"Tue, 19 Jan 2021 10:09:51 CST"
60804,"Tue, 19 Jan 2021 10:18:50 CST"
60804,"Tue, 19 Jan 2021 10:11:38 CST"
60804,"Tue, 19 Jan 2021 10:18:33 CST"
60632,"Tue, 19 Jan 2021 10:15:23 CST"
60632,"Tue, 19 Jan 2021 10:21:59 CST"
60804,"Tue, 19 Jan 2021 10:18:11 CST"
60804,"Tue, 19 Jan 2021 10:22:42 CST"
60804,"Tue, 19 Jan 2021 10:20:17 CST"
60804,"Tue, 19 Jan 2021 10:24:59 CST"
60804,"Tue, 19 Jan 2021 10:21:07 CST"
60804,"Tue, 19 Jan 2021 10:27:03 CST"
60546,"Wed, 20 Jan 2021 13:18:17 CST"
60546,"Wed, 20 Jan 2021 13:38:39 CST"
60546-0000,"Wed, 20 Jan 2021 13:18:56 CST"
60546-0000,"Wed, 20 Jan 2021 13:36:21 CST"
60804-0000,"Wed, 20 Jan 2021 13:23:39 CST"
60804-0000,"Wed, 20 Jan 2021 13:57:32 CST"
60455,"Wed, 20 Jan 2021 13:27:13 CST"
60527,"Wed, 20 Jan 2021 13:28:56 CST"
60453-0000,"Wed, 20 Jan 2021 13:30:04 CST"
60453-0000,"Wed, 20 Jan 2021 14:11:22 CST"
60053-0000,"Wed, 20 Jan 2021 13:31:41 CST"
60053-0000,"Wed, 20 Jan 2021 14:14:23 CST"
60053-0000,"Wed, 20 Jan 2021 13:32:29 CST"
60053-0000,"Wed, 20 Jan 2021 14:13:15 CST"
61364-0000,"Wed, 20 Jan 2021 13:40:02 CST"
61364-0000,"Wed, 20 Jan 2021 14:17:11 CST"
60638,"Wed, 20 Jan 2021 13:41:30 CST"
60638,"Wed, 20 Jan 2021 14:19:58 CST"
60804-0000,"Wed, 20 Jan 2021 13:44:08 CST"
60804-0000,"Wed, 20 Jan 2021 14:19:56 CST"
60544-0000,"Wed, 20 Jan 2021 13:46:39 CST"
60544-0000,"Wed, 20 Jan 2021 14:19:12 CST"
60516-0000,"Wed, 20 Jan 2021 13:48:26 CST"
60516-0000,"Wed, 20 Jan 2021 14:24:09 CST"
60181-0000,"Wed, 20 Jan 2021 13:49:45 CST"
60181-0000,"Wed, 20 Jan 2021 14:25:54 CST"
34655-0000,"Wed, 20 Jan 2021 13:51:39 CST"
34655-0000,"Wed, 20 Jan 2021 14:29:30 CST"
60804-0000,"Wed, 20 Jan 2021 13:52:59 CST"
60804-0000,"Wed, 20 Jan 2021 14:36:01 CST"
60804-0000,"Wed, 20 Jan 2021 13:56:24 CST"
60804-0000,"Wed, 20 Jan 2021 14:38:45 CST"
60608-0000,"Wed, 20 Jan 2021 13:57:52 CST"
60608-0000,"Wed, 20 Jan 2021 14:39:13 CST"
60402-0000,"Wed, 20 Jan 2021 13:59:51 CST"
60402-0000,"Wed, 20 Jan 2021 14:42:59 CST"
60035-0000,"Wed, 20 Jan 2021 14:02:47 CST"
60035-0000,"Wed, 20 Jan 2021 14:40:59 CST"
60035-0000,"Wed, 20 Jan 2021 14:04:28 CST"
60035-0000,"Wed, 20 Jan 2021 14:42:15 CST"
60402-0000,"Wed, 20 Jan 2021 14:05:39 CST"
60402-0000,"Wed, 20 Jan 2021 14:45:15 CST"
60465-0000,"Wed, 20 Jan 2021 14:07:22 CST"
60465-0000,"Wed, 20 Jan 2021 14:47:10 CST"
60015,"Wed, 20 Jan 2021 14:09:52 CST"
60015-0000,"Wed, 20 Jan 2021 14:10:43 CST"
60015-0000,"Wed, 20 Jan 2021 14:52:48 CST"
60561-0000,"Wed, 20 Jan 2021 14:12:14 CST"
60561-0000,"Wed, 20 Jan 2021 14:49:18 CST"
60804-0000,"Wed, 20 Jan 2021 14:14:52 CST"
60804-0000,"Wed, 20 Jan 2021 14:56:56 CST"
604020000,"Wed, 20 Jan 2021 14:16:39 CST"
604020000,"Wed, 20 Jan 2021 14:56:17 CST"
60458,"Wed, 20 Jan 2021 14:18:31 CST"
60521,"Wed, 20 Jan 2021 14:20:28 CST"
60521,"Wed, 20 Jan 2021 14:21:24 CST"
60804-0000,"Wed, 20 Jan 2021 14:23:20 CST"
60804-0000,"Wed, 20 Jan 2021 15:01:20 CST"
60804-0000,"Wed, 20 Jan 2021 14:24:38 CST"
60804-0000,"Wed, 20 Jan 2021 15:04:02 CST"
60504-0000,"Wed, 20 Jan 2021 14:27:02 CST"
60504-0000,"Wed, 20 Jan 2021 15:04:24 CST"
60504-0000,"Wed, 20 Jan 2021 14:28:13 CST"
60504-0000,"Wed, 20 Jan 2021 15:07:31 CST"
60202-0000,"Wed, 20 Jan 2021 14:30:00 CST"
60202-0000,"Wed, 20 Jan 2021 15:08:05 CST"
60202,"Wed, 20 Jan 2021 14:31:55 CST"
60202,"Wed, 20 Jan 2021 15:05:30 CST"
60410,"Wed, 20 Jan 2021 14:33:31 CST"
60647,"Wed, 20 Jan 2021 14:34:09 CST"
60402-0000,"Wed, 20 Jan 2021 14:35:40 CST"
60402-0000,"Wed, 20 Jan 2021 15:11:47 CST"
60804,"Wed, 20 Jan 2021 14:38:30 CST"
60804,"Wed, 20 Jan 2021 15:15:11 CST"
60804-0000,"Wed, 20 Jan 2021 14:39:15 CST"
60804-0000,"Wed, 20 Jan 2021 15:14:10 CST"
60804-0000,"Wed, 20 Jan 2021 14:39:40 CST"
60804-0000,"Wed, 20 Jan 2021 15:17:44 CST"
,"Wed, 20 Jan 2021 14:52:32 CST"
,"Tue, 19 Jan 2021 13:18:06 CST"
,"Tue, 19 Jan 2021 13:23:58 CST"
60804,"Thu, 21 Jan 2021 12:54:51 CST"
60804,"Thu, 21 Jan 2021 13:19:15 CST"
60804,"Thu, 21 Jan 2021 12:55:56 CST"
60804,"Thu, 21 Jan 2021 13:18:46 CST"
60804,"Thu, 21 Jan 2021 13:00:30 CST"
60804,"Thu, 21 Jan 2021 13:23:23 CST"
60804,"Thu, 21 Jan 2021 13:01:44 CST"
60804,"Thu, 21 Jan 2021 13:26:25 CST"
60418,"Thu, 21 Jan 2021 13:16:26 CST"
60418,"Thu, 21 Jan 2021 13:41:13 CST"
60418,"Thu, 21 Jan 2021 13:17:00 CST"
60418,"Thu, 21 Jan 2021 13:40:27 CST"
60804,"Thu, 21 Jan 2021 13:20:53 CST"
60804,"Thu, 21 Jan 2021 13:44:02 CST"
60804,"Thu, 21 Jan 2021 13:28:08 CST"
60804,"Thu, 21 Jan 2021 13:46:39 CST"
60804,"Thu, 21 Jan 2021 13:28:43 CST"
60804,"Thu, 21 Jan 2021 13:46:39 CST"
60026,"Thu, 21 Jan 2021 13:35:53 CST"
60026,"Thu, 21 Jan 2021 13:48:47 CST"
60026,"Thu, 21 Jan 2021 13:37:26 CST"
60026,"Thu, 21 Jan 2021 13:52:13 CST"
60804,"Thu, 21 Jan 2021 13:40:12 CST"
60804,"Thu, 21 Jan 2021 13:54:55 CST"
60804,"Thu, 21 Jan 2021 13:41:26 CST"
60804,"Thu, 21 Jan 2021 13:56:27 CST"
60804,"Thu, 21 Jan 2021 13:44:13 CST"
60804,"Thu, 21 Jan 2021 13:57:28 CST"
60804,"Thu, 21 Jan 2021 13:46:24 CST"
60804,"Thu, 21 Jan 2021 14:00:38 CST"
60804,"Thu, 21 Jan 2021 13:47:54 CST"
60804,"Thu, 21 Jan 2021 14:00:51 CST"
60610,"Thu, 21 Jan 2021 13:49:41 CST"
60610,"Thu, 21 Jan 2021 14:03:46 CST"
60804,"Thu, 21 Jan 2021 13:51:03 CST"
60804,"Thu, 21 Jan 2021 14:04:41 CST"
60804,"Tue, 19 Jan 2021 11:15:13 CST"
60804,"Tue, 19 Jan 2021 11:20:07 CST"
60804,"Tue, 19 Jan 2021 11:25:06 CST"
60804,"Tue, 19 Jan 2021 11:20:54 CST"
60804,"Tue, 19 Jan 2021 11:22:58 CST"
60035,"Tue, 19 Jan 2021 11:31:21 CST"
60035,"Tue, 19 Jan 2021 11:33:55 CST"
60804,"Tue, 19 Jan 2021 11:35:11 CST"
60804,"Tue, 19 Jan 2021 11:38:27 CST"
60804,"Tue, 19 Jan 2021 11:41:45 CST"
60804,"Tue, 19 Jan 2021 11:45:44 CST"
60804,"Tue, 19 Jan 2021 11:43:14 CST"
60154,"Tue, 19 Jan 2021 11:47:12 CST"
,"Tue, 19 Jan 2021 11:48:40 CST"
60804,"Tue, 19 Jan 2021 11:53:31 CST"
60804,"Tue, 19 Jan 2021 11:58:53 CST"
60804,"Tue, 19 Jan 2021 11:56:04 CST"
60804,"Tue, 19 Jan 2021 12:00:35 CST"
60804,"Tue, 19 Jan 2021 12:00:08 CST"
60804,"Tue, 19 Jan 2021 12:03:49 CST"
60804,"Tue, 19 Jan 2021 12:13:11 CST"
60804,"Tue, 19 Jan 2021 12:06:41 CST"
60804,"Tue, 19 Jan 2021 12:09:34 CST"
60804,"Tue, 19 Jan 2021 12:09:08 CST"
60804,"Tue, 19 Jan 2021 12:12:51 CST"
60804,"Tue, 19 Jan 2021 12:11:26 CST"
60804,"Tue, 19 Jan 2021 12:16:42 CST"
60804,"Tue, 19 Jan 2021 12:13:47 CST"
60804,"Tue, 19 Jan 2021 12:21:16 CST"
60804,"Tue, 19 Jan 2021 12:17:36 CST"
60804,"Tue, 19 Jan 2021 12:20:36 CST"
,"Tue, 19 Jan 2021 12:26:21 CST"
,"Tue, 19 Jan 2021 12:34:58 CST"
60804,"Thu, 21 Jan 2021 13:52:17 CST"
60804,"Thu, 21 Jan 2021 14:05:58 CST"
60804,"Thu, 21 Jan 2021 13:53:29 CST"
60804,"Thu, 21 Jan 2021 14:07:14 CST"
60804,"Thu, 21 Jan 2021 13:54:44 CST"
60804,"Thu, 21 Jan 2021 14:11:26 CST"
60804,"Thu, 21 Jan 2021 13:55:25 CST"
60804,"Thu, 21 Jan 2021 14:10:36 CST"
60804,"Thu, 21 Jan 2021 13:56:58 CST"
60804,"Thu, 21 Jan 2021 14:19:02 CST"
60804,"Thu, 21 Jan 2021 13:57:49 CST"
60804,"Thu, 21 Jan 2021 14:16:52 CST"
60804,"Thu, 21 Jan 2021 13:59:24 CST"
60804,"Thu, 21 Jan 2021 14:20:15 CST"
60804,"Thu, 21 Jan 2021 14:00:56 CST"
60804,"Thu, 21 Jan 2021 14:21:56 CST"
60304,"Thu, 21 Jan 2021 14:02:22 CST"
60304,"Thu, 21 Jan 2021 14:22:41 CST"
60804,"Thu, 21 Jan 2021 14:02:37 CST"
60804,"Thu, 21 Jan 2021 14:31:10 CST"
60304,"Thu, 21 Jan 2021 14:03:43 CST"
60304,"Thu, 21 Jan 2021 14:24:28 CST"
60804,"Thu, 21 Jan 2021 14:04:38 CST"
60804,"Thu, 21 Jan 2021 14:26:51 CST"
60093,"Thu, 21 Jan 2021 14:05:49 CST"
60093,"Thu, 21 Jan 2021 14:34:08 CST"
60093,"Thu, 21 Jan 2021 14:06:39 CST"
60093,"Thu, 21 Jan 2021 14:33:14 CST"
60090,"Thu, 21 Jan 2021 14:06:45 CST"
60090,"Thu, 21 Jan 2021 14:37:23 CST"
60630,"Thu, 21 Jan 2021 14:07:55 CST"
60630,"Thu, 21 Jan 2021 14:36:14 CST"
60804,"Thu, 21 Jan 2021 14:14:28 CST"
60804,"Thu, 21 Jan 2021 14:39:03 CST"
60062,"Thu, 21 Jan 2021 14:17:03 CST"
60062,"Thu, 21 Jan 2021 14:42:26 CST"
60068,"Thu, 21 Jan 2021 16:22:25 CST"
60068,"Thu, 21 Jan 2021 16:27:36 CST"
60611,"Thu, 21 Jan 2021 16:30:10 CST"
60611,"Thu, 21 Jan 2021 16:37:37 CST"
60804,"Wed, 20 Jan 2021 09:59:41 CST"
60804,"Wed, 20 Jan 2021 10:09:37 CST"
60804,"Wed, 20 Jan 2021 10:10:40 CST"
60804,"Wed, 20 Jan 2021 10:21:12 CST"
60804,"Wed, 20 Jan 2021 10:12:07 CST"
60804,"Wed, 20 Jan 2021 10:21:50 CST"
60804,"Wed, 20 Jan 2021 10:21:56 CST"
60804,"Wed, 20 Jan 2021 10:35:15 CST"
60804,"Wed, 20 Jan 2021 10:22:39 CST"
60804,"Wed, 20 Jan 2021 10:32:53 CST"
,"Tue, 19 Jan 2021 15:10:59 CST"
,"Tue, 19 Jan 2021 15:25:48 CST"
,"Tue, 19 Jan 2021 15:49:32 CST"
,"Tue, 19 Jan 2021 15:52:37 CST"
,"Tue, 19 Jan 2021 15:54:51 CST"
,"Tue, 19 Jan 2021 15:58:55 CST"
,"Tue, 19 Jan 2021 16:26:19 CST"
,"Tue, 19 Jan 2021 16:40:19 CST"
,"Tue, 19 Jan 2021 16:56:17 CST"
,"Tue, 19 Jan 2021 17:17:39 CST"
,"Thu, 21 Jan 2021 15:12:55 CST"
,"Thu, 21 Jan 2021 16:01:22 CST"
60804,"Thu, 21 Jan 2021 16:11:22 CST"
60804,"Thu, 21 Jan 2021 16:15:08 CST"
60804,"Thu, 21 Jan 2021 16:12:09 CST"
60804,"Thu, 21 Jan 2021 16:25:05 CST"
60513,"Thu, 21 Jan 2021 16:14:58 CST"
60804,"Thu, 21 Jan 2021 16:19:09 CST"
60804,"Thu, 21 Jan 2021 16:23:12 CST"
60623,"Thu, 21 Jan 2021 16:25:36 CST"
60623,"Thu, 21 Jan 2021 16:30:41 CST"
60623,"Thu, 21 Jan 2021 16:26:34 CST"
60623,"Thu, 21 Jan 2021 16:33:43 CST"
60526,"Thu, 21 Jan 2021 16:29:19 CST"
60526,"Thu, 21 Jan 2021 16:40:17 CST"
60526,"Thu, 21 Jan 2021 16:30:12 CST"
60526,"Thu, 21 Jan 2021 16:42:40 CST"
60804,"Thu, 21 Jan 2021 16:45:28 CST"
60804,"Thu, 21 Jan 2021 16:50:23 CST"
60804,"Thu, 21 Jan 2021 16:46:23 CST"
60804,"Thu, 21 Jan 2021 16:52:57 CST"
60534,"Thu, 21 Jan 2021 09:13:19 CST"
60440,"Thu, 21 Jan 2021 09:20:13 CST"
60804,"Thu, 21 Jan 2021 09:34:18 CST"
60804,"Thu, 21 Jan 2021 09:43:50 CST"
,"Thu, 21 Jan 2021 09:40:37 CST"
60804,"Thu, 21 Jan 2021 09:43:05 CST"
60804,"Thu, 21 Jan 2021 09:50:48 CST"
60804,"Thu, 21 Jan 2021 09:43:55 CST"
60804,"Thu, 21 Jan 2021 09:51:31 CST"
60804,"Thu, 21 Jan 2021 09:59:05 CST"
60804,"Thu, 21 Jan 2021 09:52:14 CST"
60804,"Thu, 21 Jan 2021 10:01:40 CST"
60804,"Thu, 21 Jan 2021 09:58:08 CST"
60804,"Thu, 21 Jan 2021 10:08:21 CST"
60804,"Thu, 21 Jan 2021 09:59:29 CST"
60804,"Thu, 21 Jan 2021 10:09:32 CST"
60804,"Thu, 21 Jan 2021 10:00:43 CST"
60804,"Thu, 21 Jan 2021 10:14:34 CST"
,"Thu, 21 Jan 2021 10:04:31 CST"
60804,"Thu, 21 Jan 2021 10:05:07 CST"
60804,"Thu, 21 Jan 2021 10:16:19 CST"
60804,"Thu, 21 Jan 2021 10:06:16 CST"
60804,"Thu, 21 Jan 2021 10:20:39 CST"
60804,"Thu, 21 Jan 2021 12:35:29 CST"
60804,"Thu, 21 Jan 2021 12:56:11 CST"
,"Thu, 21 Jan 2021 13:02:45 CST"
60804,"Thu, 21 Jan 2021 15:08:49 CST"
60804,"Thu, 21 Jan 2021 15:18:26 CST"
60804,"Thu, 21 Jan 2021 10:49:27 CST"
60804,"Thu, 21 Jan 2021 11:08:57 CST"
60804,"Thu, 21 Jan 2021 10:08:52 CST"
60804,"Thu, 21 Jan 2021 10:22:03 CST"
60804,"Thu, 21 Jan 2021 10:17:35 CST"
60804,"Thu, 21 Jan 2021 10:34:22 CST"
60804,"Thu, 21 Jan 2021 10:20:39 CST"
60804,"Thu, 21 Jan 2021 10:39:51 CST"
,"Wed, 20 Jan 2021 15:01:08 CST"
,"Wed, 20 Jan 2021 15:05:17 CST"
60441-0000,"Wed, 20 Jan 2021 15:16:22 CST"
,"Wed, 20 Jan 2021 15:24:27 CST"
60402-0000,"Wed, 20 Jan 2021 15:45:03 CST"
60402-0000,"Wed, 20 Jan 2021 16:10:58 CST"
60443-0000,"Wed, 20 Jan 2021 15:49:23 CST"
60443-0000,"Wed, 20 Jan 2021 16:26:44 CST"
60804-0000,"Wed, 20 Jan 2021 15:54:01 CST"
60804-0000,"Wed, 20 Jan 2021 16:40:42 CST"
60804-0000,"Wed, 20 Jan 2021 15:54:52 CST"
60804-0000,"Wed, 20 Jan 2021 16:38:45 CST"
60638-0000,"Wed, 20 Jan 2021 15:55:57 CST"
60638-0000,"Wed, 20 Jan 2021 16:46:45 CST"
60638,"Wed, 20 Jan 2021 15:57:31 CST"
60804,"Wed, 20 Jan 2021 16:01:09 CST"
60804,"Wed, 20 Jan 2021 16:28:15 CST"
60804,"Wed, 20 Jan 2021 16:02:29 CST"
60804,"Wed, 20 Jan 2021 16:15:13 CST"
60804,"Wed, 20 Jan 2021 16:04:39 CST"
60804,"Wed, 20 Jan 2021 16:29:58 CST"
60618-0000,"Wed, 20 Jan 2021 17:20:59 CST"
60804-0000,"Wed, 20 Jan 2021 17:37:15 CST"
60804-0000,"Wed, 20 Jan 2021 17:43:02 CST"
605340000,"Wed, 20 Jan 2021 17:44:47 CST"
60608-0000,"Thu, 21 Jan 2021 09:16:01 CST"
60608-0000,"Thu, 21 Jan 2021 09:22:16 CST"
60561-0000,"Thu, 21 Jan 2021 09:18:41 CST"
60561-0000,"Thu, 21 Jan 2021 09:28:01 CST"
60402-0000,"Thu, 21 Jan 2021 09:22:01 CST"
60402-0000,"Thu, 21 Jan 2021 09:33:00 CST"
60804-0000,"Thu, 21 Jan 2021 09:24:40 CST"
60804-0000,"Thu, 21 Jan 2021 09:36:23 CST"
60441-0000,"Thu, 21 Jan 2021 09:27:41 CST"
60056-0000,"Thu, 21 Jan 2021 09:29:39 CST"
60056-0000,"Thu, 21 Jan 2021 09:38:47 CST"
60056-0000,"Thu, 21 Jan 2021 09:31:10 CST"
60056-0000,"Thu, 21 Jan 2021 09:36:05 CST"
60804-0000,"Thu, 21 Jan 2021 09:33:06 CST"
60804-0000,"Thu, 21 Jan 2021 09:43:41 CST"
60469-0000,"Thu, 21 Jan 2021 09:36:20 CST"
60469-0000,"Thu, 21 Jan 2021 09:57:03 CST"
60546-0000,"Thu, 21 Jan 2021 09:38:18 CST"
60546-0000,"Thu, 21 Jan 2021 09:48:33 CST"
60804-0000,"Thu, 21 Jan 2021 09:49:03 CST"
60804-0000,"Thu, 21 Jan 2021 09:55:53 CST"
60022,"Thu, 21 Jan 2021 09:54:59 CST"
60804,"Thu, 21 Jan 2021 09:56:54 CST"
60463-0000,"Thu, 21 Jan 2021 10:02:14 CST"
60463-0000,"Thu, 21 Jan 2021 10:12:18 CST"
60458-0000,"Thu, 21 Jan 2021 10:03:50 CST"
60458-0000,"Thu, 21 Jan 2021 10:15:00 CST"
60804,"Tue, 19 Jan 2021 14:34:26 CST"
,"Tue, 19 Jan 2021 14:35:58 CST"
60477,"Tue, 19 Jan 2021 14:36:38 CST"
60804,"Tue, 19 Jan 2021 14:37:46 CST"
60804,"Tue, 19 Jan 2021 14:39:17 CST"
60446,"Tue, 19 Jan 2021 14:41:12 CST"
60446,"Tue, 19 Jan 2021 14:46:05 CST"
,"Tue, 19 Jan 2021 14:41:32 CST"
60804,"Tue, 19 Jan 2021 14:43:04 CST"
,"Tue, 19 Jan 2021 14:43:51 CST"
60804,"Tue, 19 Jan 2021 14:44:42 CST"
60804,"Tue, 19 Jan 2021 14:47:19 CST"
60804,"Tue, 19 Jan 2021 14:51:46 CST"
,"Tue, 19 Jan 2021 14:50:52 CST"
,"Tue, 19 Jan 2021 14:53:33 CST"
,"Tue, 19 Jan 2021 14:54:48 CST"
60640,"Tue, 19 Jan 2021 14:59:33 CST"
60640,"Tue, 19 Jan 2021 15:00:51 CST"
60804,"Tue, 19 Jan 2021 15:03:17 CST"
60804,"Tue, 19 Jan 2021 15:04:10 CST"
60804,"Tue, 19 Jan 2021 15:04:49 CST"
60804,"Tue, 19 Jan 2021 15:13:09 CST"
60804,"Tue, 19 Jan 2021 15:07:33 CST"
,"Tue, 19 Jan 2021 15:07:53 CST"
60053,"Tue, 19 Jan 2021 15:09:54 CST"
60804,"Tue, 19 Jan 2021 15:11:03 CST"
60804,"Tue, 19 Jan 2021 15:15:22 CST"
,"Tue, 19 Jan 2021 15:11:20 CST"
60804,"Tue, 19 Jan 2021 15:12:27 CST"
60804,"Tue, 19 Jan 2021 15:19:13 CST"
60608,"Tue, 19 Jan 2021 15:15:02 CST"
,"Tue, 19 Jan 2021 15:15:32 CST"
60608,"Tue, 19 Jan 2021 15:16:04 CST"
,"Tue, 19 Jan 2021 15:17:04 CST"
,"Tue, 19 Jan 2021 15:19:44 CST"
60062,"Tue, 19 Jan 2021 15:24:00 CST"
,"Tue, 19 Jan 2021 15:24:15 CST"
60062,"Tue, 19 Jan 2021 15:25:42 CST"
60062,"Tue, 19 Jan 2021 15:26:45 CST"
60062,"Tue, 19 Jan 2021 15:30:12 CST"
,"Tue, 19 Jan 2021 15:27:40 CST"
60015-0000,"Tue, 19 Jan 2021 15:28:44 CST"
60015-0000,"Tue, 19 Jan 2021 15:36:47 CST"
60804-0000,"Tue, 19 Jan 2021 15:30:44 CST"
,"Tue, 19 Jan 2021 15:31:55 CST"
60804-0000,"Tue, 19 Jan 2021 15:36:33 CST"
,"Tue, 19 Jan 2021 15:37:47 CST"
60526-0000,"Tue, 19 Jan 2021 15:39:45 CST"
,"Tue, 19 Jan 2021 15:40:47 CST"
60804,"Tue, 19 Jan 2021 15:41:09 CST"
60804-0000,"Tue, 19 Jan 2021 15:42:39 CST"
,"Tue, 19 Jan 2021 15:42:43 CST"
,"Tue, 19 Jan 2021 15:43:26 CST"
60004-0000,"Tue, 19 Jan 2021 15:44:26 CST"
